DPU,reduction_network,dataflow,propagation_latency,input_actuation_latency,weight_actuation_latency,psum_access_latency,input_access_latency,weight_access_latency,output_access_latency,psum_reduction_latency,total_latency
MAM,S_Tree,IS,7.511108378666263e-09,8.679999999999926e-07,0.013888000000000546,0.01514294368092206,0.0017198638992485492,0.008026031529826451,0.00012212051355611138,0.005724055297798717,0.04462389043246081
MAM,S_Tree,WS,7.511108378666263e-09,3.472000000000179e-06,0.000991999999999998,0.11616181287008795,0.052772436492119476,0.004397703041009947,0.0009367888134695732,0.005724055297798717,0.180988276025594
MAM,S_Tree,OS,7.511108378666263e-09,3.472000000000179e-06,0.013888000000000546,0.019840143384838606,0.00901339847320113,0.010515631552068812,0.00016000115632902153,0.005724055297798719,0.05914470937534522
MAM,ST_Tree_Ac,IS,7.511108378666263e-09,8.679999999999926e-07,0.013888000000000546,0.01514294368092206,0.0017198638992485492,0.008026031529826451,0.00012212051355611138,0.005724055297798717,0.04462389043246081
MAM,ST_Tree_Ac,WS,7.511108378666263e-09,3.472000000000179e-06,0.000991999999999998,0.11616181287008795,0.052772436492119476,0.004397703041009947,0.0009367888134695732,0.005724055297798717,0.180988276025594
MAM,ST_Tree_Ac,OS,7.511108378666263e-09,3.472000000000179e-06,0.013888000000000546,0.019840143384838606,0.00901339847320113,0.010515631552068812,0.00016000115632902153,0.005724055297798719,0.05914470937534522
MAM,STIFT,IS,7.511108378666263e-09,8.679999999999926e-07,0.013888000000000546,0.01514294368092206,0.0017198638992485492,0.008026031529826451,0.00012212051355611138,0.005724055297798717,0.04462389043246081
MAM,STIFT,WS,7.511108378666263e-09,3.472000000000179e-06,0.000991999999999998,0.11616181287008795,0.052772436492119476,0.004397703041009947,0.0009367888134695732,0.005724055297798717,0.180988276025594
MAM,STIFT,OS,7.511108378666263e-09,3.472000000000179e-06,0.013888000000000546,0.019840143384838606,0.00901339847320113,0.010515631552068812,0.00016000115632902153,0.005724055297798719,0.05914470937534522
MAM,PCA,IS,7.511108378666263e-09,8.679999999999879e-08,0.013888000000000546,0.0,0.0017198638992485492,0.008026031529826451,0.00012212051355611138,0.005724055297798717,0.029480165551538755
MAM,PCA,WS,7.511108378666263e-09,3.4720000000001407e-07,0.000991999999999998,0.0,0.052772436492119476,0.004397703041009947,0.0009367888134695732,0.005724055297798717,0.06482333835550609
MAM,PCA,OS,7.511108378666263e-09,3.4720000000001407e-07,0.013888000000000546,0.0,0.00901339847320113,0.010515631552068812,0.00016000115632902153,0.005724055297798719,0.03930144119050661
AMM,S_Tree,RIS,5.364878976000174e-09,1.728000000000048e-06,0.013824000000000537,0.0007327230813422138,0.0017198638992485798,0.3302138686557245,0.00012212051355611138,1.9295673939125146e-05,0.34663360518869
AMM,S_Tree,RWS,5.364878976000174e-09,3.456000000000178e-06,0.00230400000000003,0.005620732880863826,2.5330769516216467,0.004397703041009951,0.0009367888134695732,6.431891313041721e-06,2.5463460696131817
AMM,S_Tree,ROS,5.364878976000174e-09,3.456000000000178e-06,0.013824000000000537,0.0009600069379656442,0.43264312671364513,0.004506699236600606,0.00016000115632901923,4.2477490644821416e-05,0.4521397729000648
AMM,ST_Tree_Ac,RIS,5.364878976000174e-09,1.728000000000048e-06,0.013824000000000537,0.0,0.0017198638992485798,0.3302138686557245,0.00012212051355611138,1.9295673939125146e-05,0.34590088210734776
AMM,ST_Tree_Ac,RWS,5.364878976000174e-09,3.456000000000178e-06,0.00230400000000003,0.0,2.5330769516216467,0.004397703041009951,0.0009367888134695732,6.431891313041721e-06,2.5407253367323177
AMM,ST_Tree_Ac,ROS,5.364878976000174e-09,3.456000000000178e-06,0.013824000000000537,0.0,0.43264312671364513,0.004506699236600606,0.00016000115632901923,4.2477490644821416e-05,0.45117976596209913
AMM,STIFT,RIS,5.364878976000174e-09,1.728000000000048e-06,0.013824000000000537,0.0,0.0017198638992485798,0.3302138686557245,0.00012212051355611138,1.9295673939125146e-05,0.34590088210734776
AMM,STIFT,RWS,5.364878976000174e-09,3.456000000000178e-06,0.00230400000000003,0.0,2.5330769516216467,0.004397703041009951,0.0009367888134695732,6.431891313041721e-06,2.5407253367323177
AMM,STIFT,ROS,5.364878976000174e-09,3.456000000000178e-06,0.013824000000000537,0.0,0.43264312671364513,0.004506699236600606,0.00016000115632901923,4.2477490644821416e-05,0.45117976596209913
AMM,PCA,RIS,5.364878976000174e-09,1.7280000000000096e-07,0.013824000000000537,0.0,0.0017198638992485798,0.3302138686557245,0.00012212051355611138,4.5688319999999614e-10,0.34588003169029186
AMM,PCA,RWS,5.364878976000174e-09,3.4560000000001395e-07,0.00230400000000003,0.0,2.5330769516216467,0.004397703041009951,0.0009367888134695732,1.5229439999999972e-10,2.5407157945932997
AMM,PCA,ROS,5.364878976000174e-09,3.4560000000001395e-07,0.013824000000000537,0.0,0.43264312671364513,0.004506699236600606,0.00016000115632901923,9.137664000000199e-10,0.4511341789852207
MAM,S_Tree,RIS,9.968659967999409e-09,1.1520000000000048e-06,0.01843200000000115,0.0004884820542271474,0.0017198638992485268,0.3302138686557271,0.00012212051355611138,2.395067415639438e-05,0.3510014477655764
MAM,S_Tree,RWS,9.968659967999409e-09,4.607999999999929e-06,0.0015360000000000113,0.003747155253900885,2.533076951621711,0.004397703041009944,0.0009367888134695732,7.983558052131343e-06,2.5437072002568035
MAM,S_Tree,ROS,9.968659967999409e-09,4.607999999999929e-06,0.01843200000000115,0.0006400046253134764,0.43264312671367167,0.009013398473201827,0.00016000115632901904,0.00010156269662557153,0.46099471163380273
MAM,ST_Tree_Ac,RIS,9.968659967999409e-09,1.1520000000000048e-06,0.01843200000000115,0.0,0.0017198638992485268,0.3302138686557271,0.00012212051355611138,2.395067415639438e-05,0.35051296571134927
MAM,ST_Tree_Ac,RWS,9.968659967999409e-09,4.607999999999929e-06,0.0015360000000000113,0.0,2.533076951621711,0.004397703041009944,0.0009367888134695732,7.983558052131343e-06,2.5399600450029025
MAM,ST_Tree_Ac,ROS,9.968659967999409e-09,4.607999999999929e-06,0.01843200000000115,0.0,0.43264312671367167,0.009013398473201827,0.00016000115632901904,0.00010156269662557153,0.46035470700848924
MAM,STIFT,RIS,9.968659967999409e-09,1.1520000000000048e-06,0.01843200000000115,0.0,0.0017198638992485268,0.3302138686557271,0.00012212051355611138,2.395067415639438e-05,0.35051296571134927
MAM,STIFT,RWS,9.968659967999409e-09,4.607999999999929e-06,0.0015360000000000113,0.0,2.533076951621711,0.004397703041009944,0.0009367888134695732,7.983558052131343e-06,2.5399600450029025
MAM,STIFT,ROS,9.968659967999409e-09,4.607999999999929e-06,0.01843200000000115,0.0,0.43264312671367167,0.009013398473201827,0.00016000115632901904,0.00010156269662557153,0.46035470700848924
MAM,PCA,RIS,9.968659967999409e-09,1.1519999999999717e-07,0.01843200000000115,0.0,0.0017198638992485268,0.3302138686557271,0.00012212051355611138,4.5688319999999614e-10,0.35048797869407605
MAM,PCA,RWS,9.968659967999409e-09,4.608000000000226e-07,0.0015360000000000113,0.0,2.533076951621711,0.004397703041009944,0.0009367888134695732,1.5229439999999972e-10,2.539947914397145
MAM,PCA,ROS,9.968659967999409e-09,4.608000000000226e-07,0.01843200000000115,0.0,0.43264312671367167,0.009013398473201827,0.00016000115632901904,1.8275327999999519e-09,0.4602489989393964
